variable_1,variable_2,COAT
Limosilactobacillus,Blautia,0.0
Intestinimonas,Adlercreutzia,0.154292370551888
Oscillospira,Incertae_Sedis,-0.02214714682312468
CHKCI002,Saccharimonadales,0.3370504343690686
Mycobacterium,Mucispirillum,0.9341484197909133
Pyramidobacter,Dielma,0.0
Anaerofilum,UCG-010,-0.1835414161047616
Providencia,Prevotellaceae_UCG-001,0.2748770666301954
[Eubacterium]_saphenum_group,Gastranaerophilales,0.2655709504955004
Selenomonas,Paraclostridium,0.558109139696785
Catenibacillus,Intestinimonas,-0.13332311734405242
Bradyrhizobium,Saccharimonadaceae,0.4455649919292094
Anaerovibrio,Murdochiella,0.8889880709617509
Neorhizobium,Pseudoramibacter,0.8966634731954033
Staphylococcus,Desulfovibrio,-0.2538481997757862
Helicobacter,Lachnospiraceae_UCG-004,-0.42453129369471476
Lachnospiraceae,[Eubacterium]_eligens_group,-0.2626262424437834
Lactonifactor,Lachnoclostridium,-0.2886252050453092
Modestobacter,Clostridia_vadinBB60_group,-0.08518371309993149
Cryptobacterium,Sneathia,0.7839768107598859
Senegalimassilia,Lachnoclostridium,-0.05150841548390228
Cloacibacterium,Mesorhizobium,0.5813425773164204
Alishewanella,Akkermansia,-0.3397396126147122
Kocuria,Succinivibrio,0.2800833026111586
Papillibacter,Paraprevotella,-0.3966449013269654
Acidibacter,Saccharimonadales,0.6648525570049729
Bradymonadales,Paludicola,0.14159659655327678
Aquabacterium,Peptoclostridium,0.4520878170382076
Tissierella,Granulicatella,0.5026020597528176
Eubacterium,Lachnospiraceae_UCG-010,-0.1889992647708086
Olsenella,Weissella,0.08163161299414518
Cetobacterium,Christensenella,0.19178167475024901
Pseudoxanthomonas,Peptococcus,-0.06527909551150164
Paracoccus,Clostridium_sensu_stricto_2,0.8016431981429216
Pajaroellobacter,Anaeroglobus,0.834142451253355
vadinBE97,[Eubacterium]_eligens_group,-0.2666424909922538
Epulopiscium,Agathobacter,-0.4009501876377602
Helicobacter,Raoultella,0.8999549052318455
Amaricoccus,Howardella,0.31681859789726396
Mucispirillum,Dorea,-0.7664229877488999
Blastococcus,Victivallis,0.1690536595831064
Epulopiscium,Lachnospiraceae_UCG-004,-0.2902368080724176
Selenomonas,Hungatella,0.0
Corynebacterium,CAG-352,-0.07052267651886894
Bacteriovorax,Faecalicoccus,0.4667324279283004
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Papillibacter,0.776754605352505
Hafnia-Obesumbacterium,UCG-002,-0.5374034400134727
Anaerococcus,Erysipelatoclostridiaceae,0.5253920355127981
Dellaglioa,Acetanaerobacterium,0.5992600620303229
Elstera,Candidatus_Methanogranum,0.8989731638670998
Lachnospiraceae_NK4B4_group,Anaerofustis,0.5281383958471381
Novosphingobium,Clostridia_UCG-014,-0.41225802736355915
CAG-352,[Ruminococcus]_gauvreauii_group,-0.046006791889873
Moryella,Parvibacter,0.37231791452011503
Fastidiosipila,Muribaculaceae,-0.39570181100030355
Lacticaseibacillus,Marvinbryantia,-0.1575792626904708
Candidatus_Obscuribacter,Megamonas,-0.39869460883355484
Gardnerella,GCA-900066575,0.0
Epulopiscium,Raoultella,0.577254743496274
Bradyrhizobium,Atopostipes,0.5382287736229647
Blastococcus,Anoxybacillus,0.9646565620650985
Cloacibacterium,Hungatella,0.0
Moryella,Haemophilus,0.4344939204172146
Oribacterium,Parabacteroides,-0.6978737356984135
Sphingomonas,Akkermansia,-0.2740664146080484
Thermus,Cloacibacterium,0.8573691755573016
Faecalitalea,Latilactobacillus,0.0
Lachnospiraceae_UCG-007,Ligilactobacillus,-0.04211899947836092
Lachnospiraceae_NK4B4_group,Butyricicoccus,-0.7617775239515542
Gemella,Agathobacter,0.0
Papillibacter,HT002,0.3232622922501332
Mycobacterium,Pediococcus,0.8403297119609462
GCA-900066575,Bifidobacterium,0.0
Mogibacterium,[Eubacterium]_coprostanoligenes_group,-0.11697948930898161
Enterorhabdus,Turicibacter,-0.141170484831138
Acetanaerobacterium,UCG-008,0.4749733291532666
Terrisporobacter,Intestinimonas,0.1789938939620012
Hydrocarboniphaga,Dialister,-0.4664399795667332
Murimonas,Mogibacterium,0.1390494895607546
Murdochiella,Oscillospiraceae,-0.10952171615632189
mle1-27,Cupriavidus,0.95023050769658
Cardiobacterium,Erysipelotrichaceae_UCG-003,-0.5497364344301167
DNF00809,Cetobacterium,0.462106588347915
Proteus,Peptostreptococcus,0.398885080965097
Saccharimonadaceae,Lachnospiraceae_UCG-008,0.21435489754536236
Rikenella,Neisseria,0.5717318814216742
Limosilactobacillus,Incertae_Sedis,0.0
Fretibacterium,Enterococcus,0.5739498247182916
Clostridium_sensu_stricto_3,F0332,0.6605435487465732
RF39,Allisonella,0.0
Muribaculum,Fenollaria,0.34555223543551206
Hafnia-Obesumbacterium,Varibaculum,0.378611284875029
Cellvibrio,Anaerotruncus,-0.0422578495115092
Succiniclasticum,Akkermansia,-0.2627104541843196
0319-6G20,Lactonifactor,0.439788564840491
Erysipelotrichaceae,Colidextribacter,-0.5574290151813404
Hydrogenoanaerobacterium,Saccharimonadaceae,0.39417157290153837
Gardnerella,Atopobium,0.4474384588039486
Lachnospiraceae_FCS020_group,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.2709052556375626
Candidatus_Obscuribacter,Sellimonas,0.02152922961386696
Peptoclostridium,GCA-900066755,0.35488030659044056
TM7x,Megamonas,-0.1977413025125248
Arcanobacterium,Libanicoccus,0.7694360798728255
Amaricoccus,Catabacter,0.5454790325736935
0319-6G20,Lactococcus,0.0
Hungatella,UCG-002,-0.10674163157463341
Cryptobacterium,Lachnospiraceae_UCG-007,0.9589083599320668
Dermacoccus,Sanguibacteroides,0.3258766701556612
Hydrocarboniphaga,Levilactobacillus,0.9088277490034707
Victivallaceae,Monoglobus,-0.372311695550921
Sarcina,Fusobacterium,-0.0823676953265542
Faecalicoccus,Senegalimassilia,-0.07177778403425687
env.OPS_17,Family_XIII_UCG-001,-0.2449121527762402
Stomatobaculum,Prevotellaceae_UCG-004,0.8257360089962503
Sphingobium,Fournierella,0.20897040604761
Murimonas,Peptoclostridium,0.4441628064136494
Succinivibrio,Haemophilus,0.0
DTU089,Bilophila,0.0
Fastidiosipila,Tannerellaceae,-0.11091312859387606
Thermus,Acetanaerobacterium,0.6032796279011372
Paraprevotella,Streptococcus,0.1598617088888558
Enhydrobacter,Howardella,0.2923293820293446
Afipia,Proteus,0.7354692880642457
Nitrosomonas,Caulobacter,0.8578323208032783
Prevotella,Roseburia,0.3427373567454578
Dubosiella,Angelakisella,0.0
Blastococcus,Enterococcus,0.5817381267272708
Fimbriiglobus,Azospira,0.9662331858596156
Brevundimonas,Syntrophococcus,0.7316013163633028
Coprobacillus,Parasutterella,-0.1425267325286954
Pseudoalteromonas,Enteroscipio,0.9617581415388935
Mucispirillum,Mesorhizobium,0.6484226280946702
Amaricoccus,Tuzzerella,0.21222937331389796
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Mitsuokella,0.11083322329952514
Companilactobacillus,Tannerellaceae,-0.1509053956245604
Methylobacillus,Negativibacillus,-0.2941443823776198
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,CHKCI002,0.3138620052194438
TM7x,Sellimonas,0.10449594011508508
Pseudopropionibacterium,Clostridia_vadinBB60_group,-0.0839398084628303
Fimbriiglobus,Succinivibrio,0.30237248394282024
Bradyrhizobium,UCG-003,-0.4100569432421762
Pseudoalteromonas,Senegalimassilia,-0.12054535295507121
Rhodanobacter,Mailhella,0.386862216033593
Fretibacterium,Lachnoclostridium,-0.5591985299646138
Kocuria,Merdibacter,0.47946158616023915
Prevotella,Klebsiella,-0.3270508839418384
Dolosicoccus,Enteroscipio,0.9673198671579198
Hydrocarboniphaga,Eubacterium,0.25116003908351764
Tannerellaceae,Gordonibacter,0.0
Calditerricola,Victivallis,0.16515439930271758
Thermus,Actinotignum,0.9721650114827328
Raoultibacter,Lactiplantibacillus,0.300100195347155
Bdellovibrio,Solobacterium,0.454904158842597
Sanguibacteroides,Christensenellaceae_R-7_group,-0.103748567064362
0319-6G20,Pygmaiobacter,0.7367763931385539
Stomatobaculum,Cuneatibacter,0.9406642588307068
37-13,Holdemania,-0.1174687968344216
Dolosicoccus,Senegalimassilia,-0.11334690357705841
F0332,Lachnospiraceae_UCG-010,-0.47916305201792253
Cellulosilyticum,Prevotella,-0.2696417095125556
Arcanobacterium,Anaerofilum,0.671654670633745
Acinetobacter,Companilactobacillus,0.20690921506448298
Rhodococcus,[Eubacterium]_hallii_group,-0.6139858942980372
Dermacoccus,Mycoplasma,0.9518724776471157
Sarcina,Megasphaera,-0.1291556722185142
env.OPS_17,Phocaeicola,0.7721227632571966
Staphylococcus,Epulopiscium,0.3124662906909688
Pannonibacter,Hydrogenoanaerobacterium,0.4873260912632812
Pseudoxanthomonas,Erysipelotrichaceae_UCG-003,-0.603937292745217
Pedobacter,RF39,-0.4119409823801502
Dysgonomonas,UCG-004,0.6654033159868111
Jonquetella,Cellvibrio,0.9678213682757301
Enterorhabdus,UBA1819,-0.13673483008609422
UCG-009,Christensenellaceae_R-7_group,0.11093674747209428
Abiotrophia,NK4A214_group,-0.4661962240760683
Sneathia,JI49D030,0.785303382485141
[Eubacterium]_oxidoreducens_group,Butyricimonas,-0.47745067499166643
Ezakiella,[Eubacterium]_ruminantium_group,-0.310642246074462
Hydrocarboniphaga,Syntrophococcus,0.9479826223776193
P5D1-392,Parvimonas,0.41514560951735574
Enterorhabdus,Alistipes,-0.3086036116332196
Candidatus_Obscuribacter,Veillonella,-0.46483205003737493
Phocaeicola,Gastranaerophilales,0.23663759306402282
Enteroscipio,Fusicatenibacter,-0.6064395581202795
UBA1819,Butyricicoccus,0.3087286860290546
Erysipelotrichaceae,Dolosicoccus,0.9718919278874418
Sphingomonas,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.7040257470385146
Shuttleworthia,Olsenella,0.2758037288218184
Pseudomonas,Faecalibacterium,-0.5726343403548836
CHKCI002,Erysipelatoclostridium,0.0
Pedomicrobium,mle1-27,0.9741954443334327
Macrococcus,Stenotrophomonas,0.7243031180246744
S5-A14a,Parvimonas,0.45090796759983826
Modestobacter,Chryseobacterium,0.9072425076357424
Cellvibrio,Clostridia_vadinBB60_group,-0.08248819495957353
Parvibacter,Mesorhizobium,0.5629119194874088
Anaerostignum,Pseudoflavonifractor,0.28166744290586737
Enhydrobacter,Catabacter,0.4465030050014918
Mucispirillum,Hungatella,0.0
UCG-002,Lachnospira,0.4593363567447156
Lachnospiraceae_NK4A136_group,Raoultibacter,-0.04847580564111624
Morganella,Chloroplast,0.011607252189114441
Catabacter,[Eubacterium]_brachy_group,0.1236661382713236
Salinivibrio,Levilactobacillus,0.9039900466547366
Psychrobacter,Acetanaerobacterium,0.5824934516360685
Rikenella,Murimonas,0.7537552991536993
Candidatus_Obscuribacter,Porphyromonas,0.3746109678070388
vadinBE97,Mitochondria,0.3284218423704006
Fenollaria,Gemella,0.07811295674895587
Lachnospiraceae_UCG-001,Intestinibacter,0.021880727698668563
Cloacibacterium,Peptococcus,-0.08704905683042574
Sellimonas,Parabacteroides,0.0
Blastomonas,Methylobacterium-Methylorubrum,0.7869225485569455
Dermacoccus,Amaricoccus,0.9600342989726357
Atopobium,Lachnospiraceae_UCG-010,-0.40316070527672077
Elusimicrobium,Fournierella,0.22855619138707536
Rikenella,UC5-1-2E3,0.6564257702623998
Aquabacterium,Aggregatibacter,0.7227467000556104
Brevundimonas,Lachnospiraceae_UCG-004,-0.3378275749032958
Acidibacter,Erysipelatoclostridium,-0.14193514489751702
DTU014,Lachnospiraceae_NC2004_group,0.9033707486644886
Lachnoanaerobaculum,Marvinbryantia,-0.23434294268495037
Shuttleworthia,Candidatus_Stoquefichus,0.4152894124890844
Anoxybacillus,Terrisporobacter,-0.3631147416759412
Saccharimonadaceae,Olsenella,0.42422096634372597
Paraeggerthella,Slackia,0.0
Afipia,Modestobacter,0.9501052815625883
Latilactobacillus,Lachnoclostridium,-0.41306059286593044
Obscuribacteraceae,Candidatus_Soleaferrea,0.29995629259586065
Pseudoflavonifractor,Oxalobacter,0.545726858687914
Lachnospiraceae_NK4B4_group,Clostridia_UCG-014,-0.4331303238365788
Lactiplantibacillus,[Eubacterium]_hallii_group,-0.5467106180577724
Bradyrhizobium,Scardovia,0.539271396861388
Methylocella,Intestinimonas,-0.3529163804779272
Serratia,Afipia,0.8986063017785421
TM7x,Veillonella,-0.1259734179813954
Eisenbergiella,Bacteroides,0.0
Negativibacillus,Megamonas,0.0
Lachnospiraceae_FCS020_group,Weissella,-0.1637758566147656
Chryseobacterium,Parvibacter,0.775676923699568
Aquabacterium,Finegoldia,0.5184609483433824
Pyramidobacter,Prevotella_9,0.0
Allisonella,Muribaculaceae,0.1370813825272852
Gordonibacter,Tyzzerella,0.0
Psychrobacter,Actinotignum,0.9428531698329733
Campylobacter,Collinsella,-0.36633184482554804
Enhydrobacter,Tuzzerella,0.163435389238565
Mesorhizobium,Rhodococcus,0.5841729932670164
marine_group,Prevotella_7,0.07828919552489809
Brevundimonas,Raoultella,0.7229068425273313
Cutibacterium,UCG-004,0.7220643581587074
Chryseobacterium,Haemophilus,0.162375963283851
Oxalobacter,Haemophilus,0.1292831078045662
Ezakiella,Campylobacter,0.3451653443224286
Pyramidobacter,NK4A214_group,0.0
Hungatella,Bacteroides,0.0
Salinivibrio,Eubacterium,0.2484730349038128
CHKCI002,Eisenbergiella,0.026924366947354582
Novosphingobium,Anaerotruncus,-0.03344860503280502
Harryflintia,Lacticaseibacillus,0.3566328982521612
Denitrobacterium,Leptotrichia,0.9053231621439544
Dellaglioa,Streptococcus,-0.6640961303218476
Afipia,Hydrogenoanaerobacterium,0.4763423742465986
Halomonas,[Eubacterium]_ruminantium_group,-0.42886459603757104
Sneathia,Anaerobiospirillum,0.7776970255485626
Papillibacter,Companilactobacillus,0.7005238441048254
Hydrocarboniphaga,Agathobacter,-0.5721495954184171
Colidextribacter,Blautia,0.3164011525803176
Alistipes,Streptococcus,0.4379682432982618
Alishewanella,Gemella,0.0
CHKCI002,[Ruminococcus]_torques_group,-0.27877917086695697
Calditerricola,Enterococcus,0.5905774188579038
Parvibacter,Hungatella,0.0
Hafnia-Obesumbacterium,Lachnospiraceae_UCG-001,0.0
Lawsonella,Enterococcus,0.5228678944692969
0319-6G20,Fretibacterium,0.9659312345117954
Moryella,Clostridium_sensu_stricto_13,0.4416697473968978
Ezakiella,[Eubacterium]_xylanophilum_group,-0.1213318806332226
Clostridium_sensu_stricto_3,NK4A214_group,-0.5912008556846108
Anaerococcus,Gastranaerophilales,0.14855726820488022
Campylobacter,Flavonifractor,-0.21059740606646957
Clostridioides,Family_XIII_UCG-001,-0.2522641522212904
Gardnerella,Fusicatenibacter,-0.508135172670477
DTU014,Acidaminococcus,0.0730049960483203
Rikenella,Saccharimonadales,0.7512452268225216
Bradymonadales,HT002,0.3802945633679002
Capnocytophaga,Burkholderia-Caballeronia-Paraburkholderia,0.8122869925052362
Edwardsiella,Anaerostignum,0.4190424893413686
Acidibacter,Eisenbergiella,0.0
Modestobacter,Izemoplasmatales,0.492247811396551
Johnsonella,Family_XIII_AD3011_group,-0.3389441769906926
Salinivibrio,Syntrophococcus,0.9429040870436355
UCG-004,Parabacteroides,-0.5943607569656288
Mycobacterium,[Eubacterium]_brachy_group,0.023617068856516422
Finegoldia,[Eubacterium]_hallii_group,-0.3902894485844814
Lactobacillus,Incertae_Sedis,-0.10946754150737761
Centipeda,Catenibacterium,-0.05686031903090388
Neorhizobium,Allobaculum,0.7986013111677999
JI49D030,Adlercreutzia,-0.2660222758036318
Lachnospiraceae_FCS020_group,Negativibacillus,0.0
Elstera,Clostridium_sensu_stricto_3,0.9528559020741841
Modestobacter,Alishewanella,0.953087989242339
Bdellovibrio,Blautia,-0.5726051499040944
Ligilactobacillus,Coprococcus,0.06811187549370298
Enorma,Coprococcus,-0.5054655294961558
Ruminococcus,Bacteroides,0.426519521848659
Edwardsiella,Intestinibacter,-0.5580726496830778
Pseudonocardia,Butyricimonas,-0.522741470471296
Pannonibacter,Selenomonas,0.9495740868623015
Robinsoniella,Butyricimonas,-0.49083007298722797
RF39,Christensenella,-0.11271712095286959
Anoxybacillus,Turicibacter,-0.5003624321465716
Parvimonas,Enterococcus,0.23927211838555223
Cloacibacillus,Phascolarctobacterium,-0.1772183422965246
Serratia,Turicibacter,-0.46514429498101323
Burkholderia-Caballeronia-Paraburkholderia,Pseudoflavonifractor,0.5047537341027362
Lacticaseibacillus,UC5-1-2E3,0.358623694773324
Anaerosporobacter,Pediococcus,0.8407673701818712
Lachnospiraceae_FCS020_group,Pannonibacter,0.29404618664143756
Dysgonomonas,Elusimicrobium,0.6437817434069764
Cryptobacterium,Gordonibacter,0.0
Peptostreptococcus,Butyricimonas,-0.2981673785530326
Bosea,UCG-008,0.784205207022698
Bifidobacteriaceae,Ruminococcus,-0.60379312914459
vadinBE97,Asteroleplasma,0.44626036316042983
Halomonas,Campylobacter,0.39709611229284364
Anoxybacillus,Cloacibacillus,0.20347408837315878
Sphingomonas,Weissella,-0.041456652467629584
Serratia,Cloacibacillus,0.1778918263835946
Amaricoccus,Lactiplantibacillus,0.7407149492112012
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Anaerococcus,0.5463031576473774
Methylocella,Dielma,0.37260304900105845
Calditerricola,Lachnoclostridium,-0.55576659884739
Enhydrobacter,Prevotellaceae_NK3B31_group,0.0
Denitrobacterium,Lachnospiraceae_UCG-007,0.9637920654061347
Enterobacter,Lachnospiraceae_ND3007_group,-0.56558502223976
Legionella,Gardnerella,0.7887914862738249
Dellaglioa,[Clostridium]_methylpentosum_group,0.34878848919871
Pajaroellobacter,Macrococcus,0.9238430786208227
Lentilactobacillus,Burkholderia-Caballeronia-Paraburkholderia,0.7938775534816431
marine_group,Brachyspira,0.9674560824405306
Afipia,Hafnia-Obesumbacterium,0.6198556245806403
Eubacterium,Methanosphaera,0.1661785712621476
Anaerofustis,Olsenella,0.2744832212483734
Sanguibacteroides,Desulfovibrio,0.050933069464944324
Rothia,Christensenellaceae_R-7_group,0.0
Marvinbryantia,Holdemanella,0.2608690977087463
Caulobacter,Collinsella,-0.6135669281678512
Sphingobium,Mitochondria,0.4606684802671864
Chloroplast,Calditerricola,0.0
Aerococcus,Slackia,0.0
Murimonas,Finegoldia,0.50939778176156
Succiniclasticum,Weissella,0.0
Mycobacterium,[Bacteroides]_pectinophilus_group,0.8420987428154172
Scardovia,Lachnospiraceae_UCG-004,-0.45513767561065777
Catenibacillus,NK4A214_group,-0.41331096982956883
Mucispirillum,Peptococcus,-0.06561365350752943
Lachnospiraceae_FCS020_group,Aerococcus,0.28123264674901577
Anaerostignum,Rikenellaceae_RC9_gut_group,0.025662227100844898
Sarcina,Butyricicoccus,-0.4772986217651732
Salinivibrio,Agathobacter,-0.5678981677505646
Veillonellaceae,Pediococcus,0.6012022959604606
Catenisphaera,Intestinimonas,-0.1099793670558106
Prevotellaceae_NK3B31_group,Coprobacter,0.08935320961889423
Anoxybacillus,Succiniclasticum,0.876181957942326
Novosphingobium,Clostridia_vadinBB60_group,-0.08066743237971709
Serratia,Succiniclasticum,0.8325406148290074
Faecalibaculum,Epulopiscium,0.5712055830612767
Colidextribacter,Incertae_Sedis,0.41635565066346175
Cetobacterium,[Eubacterium]_ventriosum_group,-0.35578344099481257
JI49D030,Enterorhabdus,0.272362160637926
Pseudoramibacter,UC5-1-2E3,0.74658113769337
Pannonibacter,Intestinimonas,-0.35154465749118763
Bradyrhizobium,Parvibacter,0.4906058408456556
Caulobacter,Flavonifractor,-0.41136830902623167
[Eubacterium]_nodatum_group,Leuconostoc,0.16875540468451883
Lautropia,Stenotrophomonas,0.7580564832894193
Legionella,Tissierella,0.9526875408456261
Scardovia,Raoultella,0.8819042191453352
Erysipelatoclostridiaceae,Monoglobus,-0.6017232703235218
Bifidobacteriaceae,Oceanivirga,0.9752172389722003
Sneathia,Harryflintia,0.6662435577792396
Abiotrophia,[Eubacterium]_coprostanoligenes_group,-0.5489363105954654
Bradyrhizobium,Haemophilus,0.456776312954986
Afipia,Selenomonas,0.933034926741988
Cutibacterium,Elusimicrobium,0.6980884120004685
Actinomyces,Lachnospiraceae_UCG-010,0.09942525583112534
P5D1-392,Phascolarctobacterium,-0.68881394631479
Acinetobacter,Intestinibacter,-0.06335108493033058
Tissierella,Solobacterium,0.486394709006551
Lachnospiraceae_FCS020_group,Denitrobacterium,0.2886823828305858
Peptoclostridium,UCG-009,-0.04696797127571256
GCA-900066755,Clostridium_sensu_stricto_13,0.7663906571704505
Lapidilactobacillus,UCG-005,-0.48698627497434055
Lachnospiraceae_UCG-003,UCG-009,0.0
Pajaroellobacter,Robinsoniella,0.918655461110245
Pediococcus,Christensenellaceae_R-7_group,-0.5211963684382759
Elstera,Corynebacterium,0.285542070849851
S5-A14a,Phascolarctobacterium,-0.6126584705136212
0319-6G20,Negativibacillus,-0.28463514952566776
Roseburia,Agathobacter,0.5078714351978628
Cellvibrio,Chryseobacterium,0.9250963282477326
marine_group,Anaeroglobus,0.834176311542351
Bdellovibrio,Incertae_Sedis,-0.55730004894857
Obscuribacteraceae,Actinomyces,-0.38156550653358684
Denitrobacterium,Bifidobacteriaceae,0.9659144941556065
Syntrophococcus,Barnesiella,-0.4824379804126836
Oscillospiraceae,Stenotrophomonas,-0.0917829295379488
Anoxybacillus,UBA1819,-0.4471899321083693
Parvibacter,Peptococcus,-0.07772779462758725
Serratia,UBA1819,-0.42011766327053357
Modestobacter,Lawsonella,0.8734790259732955
[Eubacterium]_nodatum_group,[Eubacterium]_siraeum_group,-0.13331832863400478
Anoxybacillus,Alistipes,-0.7838434725105163
Taibaiella,Victivallis,0.1683113341506596
Dellaglioa,vadinBE97,0.5281225266069448
Serratia,Alistipes,-0.7473111057556784
Gordonibacter,UCG-003,-0.1866851479571966
Enhydrobacter,Lactiplantibacillus,0.6149493574537483
Corynebacterium,Family_XIII_UCG-001,-0.161153237293792
Gastranaerophilales,Leuconostoc,0.0103165323209334
Pseudopropionibacterium,Izemoplasmatales,0.48426832162288225
Kocuria,Acinetobacter,0.23438841706120522
Pseudoramibacter,Saccharimonadales,0.8857373430350192
Bacillus,[Eubacterium]_ventriosum_group,-0.5936542413453286
Cellulosilyticum,Lachnospiraceae_NC2004_group,0.6803058282798806
Bacteriovorax,[Eubacterium]_oxidoreducens_group,0.707463573958347
Pajaroellobacter,CAG-56,-0.470292710296746
Devosia,Escherichia-Shigella,-0.656130069307512
Helcococcus,Alloprevotella,-0.22584511313953576
Terrisporobacter,NK4A214_group,0.24056556023076242
Jonquetella,Anaeroplasma,0.9368687928108107
UCG-007,Erysipelotrichaceae,0.9458567582820108
37-13,Bacteroides,-0.749489722729927
Cosenzaea,Terrisporobacter,-0.35986012304881115
Elusimicrobium,Mitochondria,0.34553056262328863
Prevotellaceae_UCG-003,Blautia,-0.5279834994150556
Victivallaceae,Peptostreptococcus,0.23133383031589702
Dysgonomonas,Anaerofustis,0.4929245793916836
Pyramidobacter,[Eubacterium]_coprostanoligenes_group,-0.01006483862207966
Taibaiella,Anoxybacillus,0.9629057454882048
Lentilactobacillus,Methylobacillus,0.9622748173108377
Johnsonella,Methanobrevibacter,-0.1569717898326126
Cerasicoccus,Actinomyces,-0.3802720934217164
Afipia,S5-A14a,0.8436663450831648
0319-6G20,Aerococcus,0.9461761199351907
Rikenella,Limosilactobacillus,-0.06572875836307279
Burkholderia-Caballeronia-Paraburkholderia,Rikenellaceae_RC9_gut_group,0.123963010907323
Defluviitaleaceae_UCG-011,Stenotrophomonas,0.19744319828985
Bradymonadales,Companilactobacillus,0.7886250570856919
Clostridium_sensu_stricto_3,[Eubacterium]_coprostanoligenes_group,-0.7227825477975022
Asteroleplasma,Sutterella,-0.3447105927911126
Enorma,Lachnospiraceae_UCG-010,-0.4299969961877454
Fastidiosipila,Dorea,-0.7758285911620131
Dellaglioa,[Eubacterium]_hallii_group,-0.7227587272810675
Family_XIII_UCG-001,Barnesiella,0.24366919527775943
Varibaculum,Lachnospira,-0.3907273119779524
Pseudoflavonifractor,[Ruminococcus]_gnavus_group,-0.20842847600205
Dubosiella,Bifidobacterium,-0.5809364495963962
Lachnoanaerobaculum,UC5-1-2E3,0.714918924541712
CHKCI001,Megamonas,-0.3910406322511596
Peptococcus,Prevotella,0.08832224037481078
Cellvibrio,Izemoplasmatales,0.4968643222174796
Neorhizobium,Calditerricola,0.9389324652784788
Cellulosilyticum,Acidaminococcus,0.03567791839783202
F0332,Methanosphaera,0.31740333373557783
Rikenella,Erysipelatoclostridium,-0.1679597643547002
Muribaculum,Mesorhizobium,0.5601697538796162
Holdemania,Actinomyces,0.2975470118031346
Staphylococcus,Oscillospira,0.1247543075777604
Libanicoccus,Prevotella,-0.307840116062318
Cellvibrio,Alishewanella,0.9590633595612441
Companilactobacillus,Dorea,-0.6902296535624165
Bifidobacteriaceae,Latilactobacillus,0.6853656530319829
Atopostipes,Murimonas,0.8762745226075385
Coriobacteriaceae_UCG-002,Prevotella,-0.34659465172549864
Capnocytophaga,Methylocella,0.9719040547433909
Methylobacterium-Methylorubrum,Escherichia-Shigella,-0.46180141272924297
Oscillospira,Alloprevotella,-0.097149324137953
0319-6G20,Lachnoanaerobaculum,0.9288178710694904
Howardella,Clostridia_UCG-014,-0.10778027496710893
Bacteriovorax,Dolosicoccus,0.806567843325956
Atopostipes,UC5-1-2E3,0.7091599773100945
Papillibacter,RF39,-0.30324703217342924
Pajaroellobacter,Sarcina,0.6004272770188057
Cutibacterium,Anaerofustis,0.5169113667428353
Ezakiella,Faecalitalea,0.0
Sanguibacteroides,Epulopiscium,0.2235601622887322
Anoxybacillus,Robinsoniella,0.9048093156728413
Capnocytophaga,[Clostridium]_innocuum_group,0.0
Actinotignum,Lachnospiraceae_UCG-008,0.3059946070080512
Candidatus_Soleaferrea,Fusobacterium,-0.11800489400168139
F0332,Paludicola,0.04531795139583074
Tissierella,Barnesiella,-0.4821113472327411
Phocea,Haemophilus,0.1339890343850852
CHKCI001,Sellimonas,0.02126064332142808
Rothia,Desulfovibrio,-0.22390150302007358
Taibaiella,Enterococcus,0.5806751703697446
CHKCI002,Odoribacter,-0.29936638447482683
Anaerosporobacter,[Eubacterium]_brachy_group,0.06372314432022733
mle1-27,Lactobacillus,0.177335767532656
Helicobacter,Gardnerella,0.755365771782692
Raoultibacter,Mitsuokella,0.0
Sphingobium,Coprococcus,-0.7444757786274693
Lachnoanaerobaculum,Saccharimonadales,0.8817544863429582
Acidaminococcus,Klebsiella,0.06189157606819877
Anaerostignum,DTU089,0.10195012657568356
[Bacteroides]_pectinophilus_group,UCG-009,0.0
Aggregatibacter,Proteus,0.5745735857410097
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Streptococcus,-0.633352272673673
Denitrobacterium,Gordonibacter,0.0
marine_group,Aquabacterium,0.9671437793901753
Lachnospiraceae_NK4B4_group,Clostridia_vadinBB60_group,-0.07333342763608988
P5D1-392,Lacticaseibacillus,0.44243271948959195
Peptoclostridium,Lachnoclostridium,-0.284228915880463
Atopobium,Methanosphaera,0.204876958617497
Rikenella,Eisenbergiella,0.0101902634711799
GCA-900066755,Anaerofilum,0.6003745526127047
S5-A14a,Lacticaseibacillus,0.3779073975299608
Thermus,[Eubacterium]_hallii_group,-0.7261094555469064
Muribaculum,Hungatella,0.0
Lacticaseibacillus,Limosilactobacillus,0.0
Catenibacillus,[Eubacterium]_coprostanoligenes_group,-0.4837384211873596
Sphingobium,Negativicoccus,0.9243073247216509
Lachnospiraceae,Terrisporobacter,-0.34104949301643084
Pannonibacter,F0332,0.6441817117409554
